GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS85933585	2018-08-03 11:44:46	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Indian Knoll Farm Wetlands (formerly Brandywine Dr. Wetlands)	L904555	H	39.9236264	-75.6903720	2010-02-21	16:02:00	obsr11194	S6020235	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS88685996	2014-01-08 08:01:34	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	3				Female, Immature (1); Unknown Sex and Age (2)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Black Rock Sanctuary	L165736	H	40.1548650	-75.5064540	2010-03-29	11:20:00	obsr118164	S6203422	Area	P23	EBIRD	65		27.9233	1	1		0	1	0		Cloudy, light rain, low-50''s F, Beaufort 0 wind--Spring peepers, White-tailed deer	Calling group of three	
URN:CornellLabOfOrnithology:EBIRD:OBS88394591	2021-03-23 21:23:10.058299	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1				Female, Adult (1)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Black Rock Sanctuary	L165736	H	40.1548650	-75.5064540	2010-03-25	12:20:00	obsr118164	S6184883	Area	P23	EBIRD	70		27.9233	1	1		0	1	0		Cloudy, mid-60''s F, Beaufort 0 wind--White-tailed deer [6]	Calling	
URN:CornellLabOfOrnithology:EBIRD:OBS90400126	2021-04-01 15:14:13.10447	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Waterloo Mills Preserve	L160674	P	40.0235421	-75.4174805	2010-04-24	09:00:00	obsr30455	S6317965	Incidental	P20	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90095694	2021-03-29 12:27:54.94253	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	4				Male, Adult (2); Unknown Sex, Adult (2)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-04-19	09:20:00	obsr118164	S6295153	Area	P23	EBIRD	115		8.9031	1	1		0	1	0		Sunny, high-50''s F, Beaufort 2 wind--Gray squirrel, Cabbage Whites, Sulphur	Singing, calling	
URN:CornellLabOfOrnithology:EBIRD:OBS90625328	2021-03-23 21:23:10.058299	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-04-23	12:45:00	obsr216763	S6330206	Traveling	P22	EBIRD_PA	45	1.609		2	1	G163430	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90184382	2017-08-16 06:23:28	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Doe Run	L654878	P	39.9152663	-75.8190536	2010-04-19	13:15:00	obsr11194	S6301652	Stationary	P21	EBIRD	45			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90741339	2018-08-03 11:46:49	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1				Male, Adult (1)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-04-27	16:10:00	obsr118164	S6337637	Area	P23	EBIRD	85		6.9808	1	1		0	1	0		Parly sunny, low-50''s F, Beaufort 6 wind at times	Singing, calling	
URN:CornellLabOfOrnithology:EBIRD:OBS90508711	2021-03-29 12:27:54.94253	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1				Male, Adult (1)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-04-25	11:10:00	obsr118164	S6323272	Stationary	P21	EBIRD	15			1	1		0	1	0		Cloudy, drizziling, high-40''s F, Beaufort 1 wind--Gray squirrel	Heard singing	
URN:CornellLabOfOrnithology:EBIRD:OBS89557766	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	X					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			SMIC VFNHP	L884687	P	40.1001346	-75.4795074	2010-04-11	08:00:00	obsr214546	S6259361	Traveling	P22	EBIRD	90	2.414		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS89449901	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1				Male, Adult (1)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Black Rock Sanctuary	L165736	H	40.1548650	-75.5064540	2010-04-08	15:45:00	obsr118164	S6252611	Area	P23	EBIRD	105		27.9233	2	1		0	1	0		Sunny, high-70''s F, Beaufort 6 wind--Gray treefrog, Spring Peepers	Calling	
URN:CornellLabOfOrnithology:EBIRD:OBS90310647	2021-03-29 12:27:54.94253	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-04-21		obsr89518	S6312094	Incidental	P20	EBIRD				10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90874534	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1				Male, Adult (1)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-04-30	12:00:00	obsr118164	S6346032	Area	P23	EBIRD	75		1.3152	1	1		0	1	0		Clear, low-80''s F, Beaufort 1 wind--Cabbage whites, E. Tiger-swallowtail--Woodchuck, Gray squirrels	Singing	
URN:CornellLabOfOrnithology:EBIRD:OBS90978418	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Paradise Farm Camps CCWA (private)	L719482	P	39.9969804	-75.6661034	2010-04-30	08:15:00	obsr11194	S6351862	Traveling	P22	EBIRD	60	1.207		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90342953	2021-03-23 21:23:10.058299	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-04-23	12:45:00	obsr20565	S6314309	Traveling	P22	EBIRD_PA	45	1.609		2	1	G163430	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS94732925	2021-03-29 12:27:54.94253	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-04-19	08:00:00	obsr24203	S6598236	Traveling	P22	EBIRD	180	5.472		10	1		0	1	0		Monday Bird Walk: Larry Lewis		
URN:CornellLabOfOrnithology:EBIRD:OBS89356019	2018-08-03 11:46:06	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-04-08	09:40:00	obsr11194	S6246281	Traveling	P22	EBIRD	80	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90304482	2021-03-23 21:23:10.058299	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	2				Male, Adult (2)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-04-22	12:55:00	obsr118164	S6311694	Area	P23	EBIRD	100		2.8328	1	1		0	1	0		EARTH DAY!  Most of this long birdcount was spent cleaning up trash.--Sunny, low-70''s F, Beaufort 3--Cabbage whites, Mourning Cloak, pair of woodchucks in chase	Heard singing	
URN:CornellLabOfOrnithology:EBIRD:OBS89567489	2012-08-15 16:44:53	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	3				Male, Adult (1); Unknown Sex, Adult (2)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-04-07	07:50:00	obsr118164	S6259982	Stationary	P21	EBIRD	20			1	1		0	1	0		I observed four terns flying together in a northerly direction.  COTE''s or FOTE''s based on my impressions of their shape.----Sunny, low-70''s F, Beaufort 1 wind--Gray squirrels	Singing; calling	
URN:CornellLabOfOrnithology:EBIRD:OBS89550210	2012-08-15 22:29:51	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	8				Male, Adult (2); Female, Adult (2); Unknown Sex, Adult (4)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-04-11	10:20:00	obsr118164	S6258923	Area	P23	EBIRD	75		9.7125	1	1		0	1	0		Sunny, low-70''s F, Beaufort 2 wind--Trout lilies, Virginia bluebells--Gray squirrel, White-tailed deer [3]	Singing; calling	
URN:CornellLabOfOrnithology:EBIRD:OBS88863047	2018-08-03 11:45:53	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	3				Female, Adult (1); Male, Adult (1); Unknown Sex, Adult (1)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-04-01	10:00:00	obsr118164	S6214983	Area	P23	EBIRD	80		8.9031	1	1		0	1	0		Sunny, mid-60''s F, Beaufort 0 wind--Gray squirrels, White-tailed deer [2], American toads	Singing, calling	
URN:CornellLabOfOrnithology:EBIRD:OBS90311004	2018-08-03 11:46:33	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	10					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-04-22		obsr89518	S6312110	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS89520178	2021-03-29 12:27:54.94253	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	6					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-04-10		obsr89518	S6257023	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91544119	2016-07-05 10:32:34	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_3227	29			Laurels Reserve (restricted access)	L210340	H	39.9150273	-75.7963421	2010-05-08	10:55:00	obsr20565	S6384373	Traveling	P22	EBIRD	50	3.219		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91589960	2021-04-01 15:14:13.10447	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Doe Run	L654878	P	39.9152663	-75.8190536	2010-05-08	04:35:00	obsr11194	S6387398	Traveling	P22	EBIRD	590	32.186		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91931855	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1				Male, Adult (1)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-05-12	06:55:00	obsr118164	S6407175	Stationary	P21	EBIRD	25			1	1		0	1	0		Cloudy, mid-40''s F, Beaufort 0 wind--Gray squirrel	Singing	
URN:CornellLabOfOrnithology:EBIRD:OBS90971992	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-05-01	14:30:00	obsr11194	S6351452	Stationary	P21	EBIRD	90			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92246991	2021-04-01 15:14:13.10447	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-16	05:55:00	obsr42655	S6424600	Traveling	P22	EBIRD_PA	768	16.093		23	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS91015040	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Struble Trail	L252294	H	40.0186686	-75.7049513	2010-05-02	06:30:00	obsr11194	S6353753	Traveling	P22	EBIRD	60	1.609		1	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS91618303	2021-03-29 12:27:54.94253	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	8					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens	L503790	H	39.8726929	-75.6744719	2010-05-08	04:30:00	obsr218301	S6388893	Area	P23	EBIRD	960		202.3428	1	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS100213533	2021-04-01 15:14:13.10447	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	9					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Black Rock  Sanctuary	L278452	P	40.1549830	-75.5066439	2010-10-23	08:00:00	obsr12006	S7019436	Area	P23	EBIRD	180		16.1874	18	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100730761	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	2				Unknown Sex, Adult (2)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-10-31	10:45:00	obsr118164	S7059451	Area	P23	EBIRD	60		2.4281	1	1		0	1	0		P. cloudy, mid-50''s F, Beaufort 2 wind --Gray squirrels		
URN:CornellLabOfOrnithology:EBIRD:OBS99785062	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	10					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Willisbrook Preserve	L633319	H	40.0111816	-75.5222511	2010-10-14	08:45:00	obsr7291	S6987882	Traveling	P22	EBIRD	165	3.219		1	1		0	1	0		Overcast. Temp 50''s winds south. --RHWO - adult, flyover. Never landed.--PISI - Calling fly over.		
URN:CornellLabOfOrnithology:EBIRD:OBS99157818	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-10-02	13:40:00	obsr11194	S6944551	Traveling	P22	EBIRD	130	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100614986	2021-04-01 15:14:13.10447	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			PA; Westtown School	L915620	P	39.9487006	-75.5389023	2010-10-30	17:00:00	obsr8348	S7050935	Traveling	P22	EBIRD	36	0.402		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99423864	2012-08-17 16:01:58	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			PA; Westtown School	L915620	P	39.9487006	-75.5389023	2010-10-07	13:40:00	obsr8348	S6962339	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99503660	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Yard - West Chester	L483218	P	39.9991050	-75.6039593	2010-10-08	08:00:00	obsr7291	S6968932	Stationary	P21	EBIRD	90			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99944712	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2010-10-17	15:05:00	obsr11194	S6998924	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100706633	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2010-10-31	09:25:00	obsr11194	S7057506	Stationary	P21	EBIRD	425			2	1		0	1	0		Looked for the previous day''s Mountain Bluebird found by Larry Lewis to no avail. Spent six hours at the hawkwatch observing non-stop buteo migration, as well as a considerable DC Cormorant flight. Many more Tree Swallows passed through than were counted. Scanned through as many as possible to look for CASW. 		
URN:CornellLabOfOrnithology:EBIRD:OBS100135169	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Willisbrook Preserve	L633319	H	40.0111816	-75.5222511	2010-10-21	10:00:00	obsr7291	S7012643	Traveling	P22	EBIRD	105	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100393089	2015-08-12 10:14:52	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	12					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Marsh Creek SP	L272015	H	40.0675599	-75.7199850	2010-10-26	08:05:00	obsr11194	S7031686	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100012731	2021-03-29 12:27:54.94253	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	15					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Kennett Square	L639246	P	39.8164806	-75.7238460	2010-10-18	08:00:00	obsr171621	S7003453	Traveling	P22	EBIRD	180	2.816		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100486022	2018-08-03 11:59:22	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Marsh Creek SP	L272015	H	40.0675599	-75.7199850	2010-10-28	08:25:00	obsr11194	S7038633	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99379108	2021-04-01 15:14:13.10447	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	8					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Willisbrook Preserve	L633319	H	40.0111816	-75.5222511	2010-10-06	09:00:00	obsr7291	S6959610	Traveling	P22	EBIRD	120	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99842065	2015-08-12 10:14:52	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Marsh Creek SP	L272015	H	40.0675599	-75.7199850	2010-10-15	16:45:00	obsr11194	S6992178	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99591098	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	10					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			PA; Westtown School	L915620	P	39.9487006	-75.5389023	2010-10-10	17:00:00	obsr8348	S6974578	Traveling	P22	EBIRD	60	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99148391	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Church Farm Pond	L899532	P	40.0401090	-75.6023633	2010-10-02	09:45:00	obsr212158	S6944048	Traveling	P22	EBIRD	120	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100819223	2018-08-03 11:59:17	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	4				Unknown Sex and Age (4)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Black Rock Sanctuary	L165736	H	40.1548650	-75.5064540	2010-10-23	17:05:00	obsr118164	S7065846	Area	P23	EBIRD	40		10.1171	1	1		0	1	0		Clear skies		
URN:CornellLabOfOrnithology:EBIRD:OBS100009811	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Paradise Farm Camps CCWA (private)	L719482	P	39.9969804	-75.6661034	2010-10-18	08:45:00	obsr11194	S7003290	Stationary	P21	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99630924	2021-03-29 12:27:54.94253	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	X					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			PA; Westtown School	L915620	P	39.9487006	-75.5389023	2010-10-11	08:07:00	obsr8348	S6977132	Traveling	P22	EBIRD	100	4.023		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99214140	2021-03-29 12:27:54.94253	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	8					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Bayard Rustin High School Campus (restricted access)	L477561	H	39.9357895	-75.5514738	2010-10-03	08:00:00	obsr8348	S6947939	Traveling	P22	EBIRD	145	3.219		12	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS99768462	2021-04-01 15:14:13.10447	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	X					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			PA; Westtown School Hawkwatch, Pete's Farm	L991962	P	39.9415528	-75.5358741	2010-10-13	12:45:00	obsr8348	S6986742	Stationary	P21	EBIRD	75			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100164537	2014-01-08 08:01:34	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_963	29			Nottingham County Park	L130649	H	39.7365913	-76.0396423	2010-10-22	09:30:00	obsr20565	S7015611	Traveling	P22	EBIRD_PA	80	4.023		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100395317	2021-03-25 00:00:02.137287	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Chester Valley Trail - south	L1013586	P	40.0390494	-75.5930185	2010-10-25	09:30:00	obsr7291	S7031865	Traveling	P22	EBIRD	60	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS100731209	2012-08-15 22:29:51	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	8				Unknown Sex and Age (3); Unknown Sex, Immature (3); Unknown Sex, Adult (2)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-10-28	16:10:00	obsr118164	S7059483	Area	P23	EBIRD	60		4.2492	1	1		0	1	0		Gray squirrels	Calling	
