GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS90740775	2012-08-15 22:29:51	32798	species	Yellow Warbler	Setophaga petechia			1				Male, Adult (1)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Black Rock Sanctuary	L165736	H	40.1548650	-75.5064540	2010-04-27	09:10:00	obsr118164	S6337600	Area	P23	EBIRD	20		7.2843	1	1		0	1	0		Chased out prematurely from park by a construction worker.--Mostly sunny, low-50''s F, Beaufort 1 wind	Singing	
URN:CornellLabOfOrnithology:EBIRD:OBS91745526	2019-05-05 12:58:10	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens	L503790	H	39.8726929	-75.6744719	2010-04-24	09:00:00	obsr146205	S6396134	Traveling	P22	EBIRD	120	1.609		1	1		0	1	0		Pat Messner		
URN:CornellLabOfOrnithology:EBIRD:OBS90771088	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Shaw's Bridge Park	L130021	H	39.9216042	-75.6472015	2010-04-28	08:45:00	obsr97293	S6339558	Traveling	P22	EBIRD	70	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90861340	2021-04-01 15:14:13.10447	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia Park	L461364	P	40.0328721	-75.8533859	2010-04-30	07:30:00	obsr134567	S6345230	Area	P23	EBIRD	180		80.9371	1	1		0	1	0		Many white-throated sparrows in appropriatae habitat. Good showing of thrushes with many wood, FOS veery and multiple Swainson''s.		
URN:CornellLabOfOrnithology:EBIRD:OBS90865619	2012-08-15 17:24:18	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Stroud Preserve	L896595	P	39.9516286	-75.6487226	2010-04-30	11:00:00	obsr187253	S6345479	Traveling	P22	EBIRD	45	1.609		1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90822733	2012-11-21 18:14:18	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Waterloo Mills Preserve	L160674	P	40.0235421	-75.4174805	2010-04-29	07:00:00	obsr30455	S6342762	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90763699	2021-03-23 21:23:10.058299	32798	species	Yellow Warbler	Setophaga petechia			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_3227	29			Laurels Reserve	L690595	P	39.9107978	-75.7974029	2010-04-28	08:00:00	obsr30455	S6339115	Traveling	P22	EBIRD	180	4.828		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90887062	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Abbondi Property (restricted access)	L503797	H	39.8727917	-75.6859303	2010-04-30	07:55:00	obsr146205	S6346789	Traveling	P22	EBIRD	215	4.828		2	1		0	1	0		Carol Majors and Judy Ford		
URN:CornellLabOfOrnithology:EBIRD:OBS90687172	2021-04-01 15:14:13.10447	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia Park	L461364	P	40.0328721	-75.8533859	2010-04-27	07:30:00	obsr134567	S6333823	Area	P23	EBIRD	180		80.9371	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90809041	2021-04-01 15:14:13.10447	32798	species	Yellow Warbler	Setophaga petechia			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia Park	L461364	P	40.0328721	-75.8533859	2010-04-29	07:30:00	obsr134567	S6341999	Area	P23	EBIRD	180		80.9371	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90874544	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			1				Male, Adult (1)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			French Creek in Phoenixville	L487035	P	40.1357055	-75.5388701	2010-04-30	12:00:00	obsr118164	S6346032	Area	P23	EBIRD	75		1.3152	1	1		0	1	0		Clear, low-80''s F, Beaufort 1 wind--Cabbage whites, E. Tiger-swallowtail--Woodchuck, Gray squirrels	Heard sing once	
URN:CornellLabOfOrnithology:EBIRD:OBS91995291	2018-08-03 11:47:31	32798	species	Yellow Warbler	Setophaga petechia			10					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-05-11	11:45:00	obsr11194	S6411507	Traveling	P22	EBIRD	45	2.414		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91359504	2012-08-15 17:23:09	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Church Farm School Ponds	L875764	P	40.0364783	-75.6047773	2010-05-05	16:15:00	obsr187253	S6374023	Traveling	P22	EBIRD	60	0.805		1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90972003	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			6					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-05-01	14:30:00	obsr11194	S6351452	Stationary	P21	EBIRD	90			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91258268	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Waterloo Mills Preserve	L160674	P	40.0235421	-75.4174805	2010-05-04	08:00:00	obsr30455	S6367514	Traveling	P22	EBIRD	180	3.219		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91033559	2021-03-23 21:23:10.058299	32798	species	Yellow Warbler	Setophaga petechia			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-02	08:00:00	obsr92769	S6354683	Traveling	P22	EBIRD	180	6.437		10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92358898	2021-03-23 21:23:10.058299	32798	species	Yellow Warbler	Setophaga petechia			X					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Waterloo Mills Preserve (PRIVATE PROPERTY)	L787824	H	40.0236545	-75.4181385	2010-05-13		obsr51325	S6430349	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS94654449	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-23	08:00:00	obsr24203	S6591148	Traveling	P22	EBIRD	180	4.828		4	1		0	1	0		Sunday Bird Walk: Carol Majors		
URN:CornellLabOfOrnithology:EBIRD:OBS92576116	2018-08-06 23:57:46	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Struble Trail	L252294	H	40.0186686	-75.7049513	2010-05-21	06:30:00	obsr145848	S6443067	Traveling	P22	EBIRD	90	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92382857	2021-04-01 15:14:13.10447	32798	species	Yellow Warbler	Setophaga petechia			X					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-16	04:30:00	obsr181634	S6431481	Area	P23	EBIRD	1020		121.4057		1	G170482	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91808700	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-09	07:45:00	obsr24203	S6399862	Traveling	P22	EBIRD	180	4.023		5	1		0	1	0		Sunday Bird Walk - Leader: Carol Majors		
URN:CornellLabOfOrnithology:EBIRD:OBS91257521	2021-03-23 21:23:10.058299	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Church Farm Pond	L899532	P	40.0401090	-75.6023633	2010-05-04	12:15:00	obsr212158	S6367456	Area	P23	EBIRD	45		2.8328	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91868138	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-05-11		obsr89518	S6403262	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91229063	2021-04-01 15:14:13.10447	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			PA - Chester - State Line Woods Preserve	L839154	P	39.8224632	-75.6738710	2010-05-04	11:05:00	obsr20565	S6365890	Traveling	P22	EBIRD_PA	40	1.448		1	1		0	1	0			first of year	
URN:CornellLabOfOrnithology:EBIRD:OBS92797992	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-24	07:35:00	obsr28990	S6457147	Traveling	P22	EBIRD_PA	220	4.828		9	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91394670	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens	L503790	H	39.8726929	-75.6744719	2010-05-05	09:35:00	obsr146205	S6376162	Traveling	P22	EBIRD	85	2.414		1	1		0	1	0		5 Wood Thrushes, 6 Ovenbirds heard and seen in Forest Walk, though there was no breeding behavior observed.----Carol Majors		
URN:CornellLabOfOrnithology:EBIRD:OBS421246971	2021-03-23 21:23:10.058299	32798	species	Yellow Warbler	Setophaga petechia			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Ellis Woods Park	L1356109	H	40.1983342	-75.6150661	2010-05-02	08:26:00	obsr318670	S30936519	Historical	P62	EBIRD	97			3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92860599	2021-03-23 21:23:10.058299	32798	species	Yellow Warbler	Setophaga petechia			15					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Shaw's Bridge Park	L130021	H	39.9216042	-75.6472015	2010-05-25	08:00:00	obsr97293	S6461268	Traveling	P22	EBIRD	80	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91643025	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			12					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-05-09	08:00:00	obsr92769	S6390379	Traveling	P22	EBIRD	90	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92044285	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-05-14		obsr89518	S6414318	Incidental	P20	EBIRD				2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90932631	2021-04-01 15:14:13.10447	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia Park	L461364	P	40.0328721	-75.8533859	2010-05-01	07:30:00	obsr134567	S6349529	Area	P23	EBIRD	150		80.9371	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92253451	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-16	06:00:00	obsr11194	S6425003	Traveling	P22	EBIRD	750	12.874		10	1		0	1	0		Photos obtained of the Olive-sided Flycatcher. Seen and heard singing by many in the group. 		
URN:CornellLabOfOrnithology:EBIRD:OBS90936603	2021-04-01 15:14:13.10447	32798	species	Yellow Warbler	Setophaga petechia			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Marsh Creek SP	L272015	H	40.0675599	-75.7199850	2010-05-01	07:00:00	obsr11194	S6349718	Traveling	P22	EBIRD	190	4.828		2	1		0	1	0		Canoeing with Dave Cliffel...----Herp Sp:--Green Frog--Pickerel Frog--American Toad----Eastern Box Turtle--Painted Turtle----Lepadoptera:--Clouded Sulphur--Black Swallowtail--Spicebush Swallowtail--Eastern Tiger Swallowtail----Odonata:--Common Whitetail (female)		
URN:CornellLabOfOrnithology:EBIRD:OBS91807596	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			12					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-10	07:45:00	obsr24203	S6399827	Traveling	P22	EBIRD	240	6.115		14	1		0	1	0		Monday Bird Walk - Leader: Larry Lewis		
URN:CornellLabOfOrnithology:EBIRD:OBS92246665	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Nature Preserve	L610174	P	39.8201436	-75.7266730	2010-05-16	18:00:00	obsr162174	S6424582	Traveling	P22	EBIRD	180	5.633		9	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91618351	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			20					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens	L503790	H	39.8726929	-75.6744719	2010-05-08	04:30:00	obsr218301	S6388893	Area	P23	EBIRD	960		202.3428	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91020711	2018-08-06 23:57:32	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_914	29			Crows Nest Preserve	L657153	H	40.1894305	-75.7555926	2010-05-02	07:45:00	obsr118882	S6354030	Traveling	P22	EBIRD	150	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91258700	2021-04-01 15:14:13.10447	32798	species	Yellow Warbler	Setophaga petechia			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_3227	29			Laurels Reserve	L690595	P	39.9107978	-75.7974029	2010-05-04	12:00:00	obsr30455	S6367543	Traveling	P22	EBIRD	180	3.219		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92135595	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-05-15		obsr89518	S6419187	Incidental	P20	EBIRD				2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92590902	2018-08-06 23:57:46	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park	L506093	H	40.0298490	-75.8473563	2010-05-21	07:25:00	obsr28990	S6443855	Traveling	P22	EBIRD_PA	230	3.219		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92909010	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Paradise Farm Camps CCWA (private)	L719482	P	39.9969804	-75.6661034	2010-05-26	07:45:00	obsr11194	S6464446	Traveling	P22	EBIRD	75	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91397518	2018-08-06 23:57:35	32798	species	Yellow Warbler	Setophaga petechia			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_3227	29			Laurels Reserve	L690595	P	39.9107978	-75.7974029	2010-05-06	08:00:00	obsr30455	S6376337	Incidental	P20	EBIRD				2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91747097	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Abbondi Property (restricted access)	L503797	H	39.8727917	-75.6859303	2010-05-08	10:45:00	obsr146205	S6396242	Traveling	P22	EBIRD	75	2.012		20	1		0	1	0		Larry Lewis led bird walk.  Little Blue Hen flew in, was visible in the wetland, and took off again.		
URN:CornellLabOfOrnithology:EBIRD:OBS101081612	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			X					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-10		obsr181634	S7085630	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92336561	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Kennett Square Golf and Country Club	L698525	P	39.8667642	-75.7065296	2010-05-17	07:30:00	obsr183708	S6429107	Traveling	P22	EBIRD	200	3.219		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS93166314	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Templin Rd.	L523844	H	40.1297183	-75.7367527	2010-05-31	10:00:00	obsr7291	S6481558	Traveling	P22	EBIRD	35	0.805		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91580777	2021-03-23 21:23:10.058299	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Church Farm School Ponds	L875764	P	40.0364783	-75.6047773	2010-05-08	14:45:00	obsr187253	S6386913	Traveling	P22	EBIRD	75	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91590010	2021-04-01 15:14:13.10447	32798	species	Yellow Warbler	Setophaga petechia			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Doe Run	L654878	P	39.9152663	-75.8190536	2010-05-08	04:35:00	obsr11194	S6387398	Traveling	P22	EBIRD	590	32.186		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92833063	2021-03-23 21:23:10.058299	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_963	29			Nottingham County Park	L130649	H	39.7365913	-76.0396423	2010-05-24		obsr176741	S6459511	Incidental	P20	EBIRD				2	1	G172025	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92568966	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-17	08:00:00	obsr24203	S6442659	Traveling	P22	EBIRD	180	4.828		5	1	G171227	0	1	0		Monday Bird Walk: Joe Sebastiani		
URN:CornellLabOfOrnithology:EBIRD:OBS91421997	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2010-05-06		obsr89518	S6377813	Incidental	P20	EBIRD				2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS421262934	2016-08-01 16:44:18	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Cedar Hollow Preserve	L511779	H	40.0682392	-75.5191103	2010-05-15	08:53:00	obsr318670	S30937666	Historical	P62	EBIRD	105			3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92516308	2021-03-23 21:23:10.058299	32798	species	Yellow Warbler	Setophaga petechia			12					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Shaw's Bridge Park	L130021	H	39.9216042	-75.6472015	2010-05-20	07:50:00	obsr97293	S6439538	Traveling	P22	EBIRD	80	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS93051079	2017-07-22 21:10:01	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_914	29			Crows Nest Preserve	L657153	H	40.1894305	-75.7555926	2010-05-29	10:00:00	obsr118882	S6474128	Traveling	P22	EBIRD	120	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92644286	2017-07-22 21:07:05	32798	species	Yellow Warbler	Setophaga petechia			2				Male, Adult (2)	United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Warwick County Park	L260300	H	40.1686397	-75.7207732	2010-05-22	08:00:00	obsr118882	S6447778	Traveling	P22	EBIRD	240	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92263113	2021-04-01 15:14:13.10447	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Brandywine Polo Fields	L907296	P	39.8406714	-75.7712030	2010-05-16	08:30:00	obsr89131	S6425560	Stationary	P21	EBIRD	15			1	1		0	1	0		1 Turkey Vulture was seen repeatedly flying low in and out of the forest. Maybe nesting?		
URN:CornellLabOfOrnithology:EBIRD:OBS92199859	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-16	06:00:00	obsr92769	S6422191	Traveling	P22	EBIRD	390	12.874		12	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91896146	2012-11-21 18:14:18	32798	species	Yellow Warbler	Setophaga petechia			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Waterloo Mills Preserve	L160674	P	40.0235421	-75.4174805	2010-05-12	11:30:00	obsr30455	S6405038	Traveling	P22	EBIRD	45	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS107900747	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Airdrie Forest Preserve	L1040500	H	40.0489680	-75.4837239	2010-05-22	16:10:00	obsr236803	S7582589	Stationary	P21	EBIRD	40			1	1	G227693	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92585261	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-17	08:00:00	obsr182773	S6443585	Traveling	P22	EBIRD	180	4.828		5	1	G171227	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92345518	2019-05-05 12:58:10	32798	species	Yellow Warbler	Setophaga petechia			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens	L503790	H	39.8726929	-75.6744719	2010-05-17		obsr146205	S6429621	Incidental	P20	EBIRD				2	1		0	1	0		Tim & Janny Sterrett		
URN:CornellLabOfOrnithology:EBIRD:OBS91589542	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			White Clay Creek Preserve (PA)	L129676	H	39.7471405	-75.7739174	2010-05-08	07:45:00	obsr7291	S6387375	Traveling	P22	EBIRD	195	3.219		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91454989	2017-08-23 12:31:35	32798	species	Yellow Warbler	Setophaga petechia			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2010-05-07	13:45:00	obsr7291	S6379693	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91314981	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			6					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			White Clay Creek State Park	L714767	P	39.7664160	-75.7670081	2010-05-05	07:00:00	obsr30455	S6371041	Traveling	P22	EBIRD	220	4.828		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS92300813	2021-04-01 15:14:13.10447	32798	species	Yellow Warbler	Setophaga petechia			X					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-16	04:30:00	obsr24203	S6427362	Area	P23	EBIRD	1020		121.4057		1	G170482	0	1	0		Bucktoe Bird Blitz 2010 (5.16.2010) 		
URN:CornellLabOfOrnithology:EBIRD:OBS92907272	2018-08-06 23:57:49	32798	species	Yellow Warbler	Setophaga petechia			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park	L506093	H	40.0298490	-75.8473563	2010-05-26	07:00:00	obsr28990	S6464344	Traveling	P22	EBIRD_PA	180	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS91718202	2021-03-25 00:00:02.137287	32798	species	Yellow Warbler	Setophaga petechia			12					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park	L506093	H	40.0298490	-75.8473563	2010-05-09	07:00:00	obsr218301	S6394563	Traveling	P22	EBIRD	210	7.644		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS94298905	2021-03-29 12:27:54.94253	32798	species	Yellow Warbler	Setophaga petechia			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2010-05-09	08:00:00	obsr24203	S6564202	Traveling	P22	EBIRD	180	4.828		4	1		0	1	0		Sunday Bird Walk: Carol Majors		
